,Cycles,Nature,Edge_count
2857,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,17
2858,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,24
2859,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
2860,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,14
2861,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,15
2862,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2863,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,15
2864,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,13
2865,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,15
2866,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2867,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,13
2868,"MEK,ERK,SMAD,SNAI1,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2869,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
2870,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,14
2871,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,12
2872,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,19
2873,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,17
2874,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,24
2875,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
2876,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,14
2877,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,15
2878,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2879,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,15
2880,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,13
2881,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,15
2882,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2883,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,13
2884,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2885,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,17
2886,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,15
2887,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,13
2888,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2889,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,18
2890,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,25
2891,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,17
2892,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,15
2893,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,16
2894,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2895,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,16
2896,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,14
2897,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,16
2898,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2899,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,14
2900,"MEK,ERK,SMAD,SNAI1,ZEB2,miR200,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2901,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,15
2902,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,13
2903,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,11
2904,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,18
2905,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,16
2906,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2907,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,15
2908,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,13
2909,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,14
2910,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2911,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,14
2912,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,12
2913,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,14
2914,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2915,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,12
2916,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,19
2917,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
2918,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,14
2919,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,12
2920,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,19
2921,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,17
2922,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,24
2923,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,16
2924,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,14
2925,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,15
2926,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2927,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,15
2928,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,13
2929,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,15
2930,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2931,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,13
2932,"MEK,ERK,SMAD,SNAI1,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2933,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,17
2934,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,15
2935,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,13
2936,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2937,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,18
2938,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,25
2939,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,17
2940,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,15
2941,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,16
2942,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2943,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,16
2944,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,14
2945,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,16
2946,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2947,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,14
2948,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2949,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,18
2950,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,16
2951,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,14
2952,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2953,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,19
2954,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,26
2955,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,18
2956,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,16
2957,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,17
2958,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,24
2959,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,17
2960,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,15
2961,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,17
2962,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,24
2963,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,15
2964,"MEK,ERK,SMAD,SNAI1,ZEB1,miR200,ZEB2,KLF4,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2965,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,14
2966,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,12
2967,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,10
2968,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,17
2969,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,15
2970,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,22
2971,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,14
2972,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,12
2973,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,13
2974,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2975,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,13
2976,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,11
2977,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,13
2978,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,20
2979,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,RAF",P,11
2980,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,18
2981,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,15
2982,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2",P,13
2983,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,RAF",P,11
2984,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,18
2985,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,16
2986,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,23
2987,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS,RAF",P,15
2988,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2",P,13
2989,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,RAF",P,14
2990,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2991,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS,RAF",P,14
2992,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2",P,12
2993,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,RAF",P,14
2994,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,21
2995,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,RAF",P,12
2996,"MEK,ERK,SMAD,SNAI1,ZEB1,Ecadherin,cateninmemb,cateninnuc,Destcompl,GSK3,RAS,PI3K,AKT,IKK,NFB,TWIST1,TGF,TGFR,SOSGRB2",P,19
2997,"MEK,ERK,SMAD,SNAI1,TWIST1,TGF,TGFR,SOSGRB2,RAS,RAF",P,10
2998,"MEK,ERK,SMAD,SNAI1,TWIST1,TGF,TGFR,SOSGRB2",P,8
2999,"MEK,ERK,SMAD,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,RAS,RAF",P,11
3000,"MEK,ERK,SMAD,SNAI1,TWIST1,SNAI2,Ecadherin,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS,RAF",P,16
